fdc_id,alimento,energía_kcal,proteína_g,grasa_lípida_total_g,carbohidratos_por_diferencia_g,fibra_total_dietaria_g,azúcares_total_incluido_nlea_g,calcio_ca_mg,hierro_fe_mg,magnesio_mg_mg,fósforo_p_mg,potasio_k_mg,sodio_na_mg,zinc_zn_mg,cobre_cu_mg,manganeso_mn_mg,selenio_se_ug,yodo_i_ug,cromo_cr_ug,molibdeno_mo_ug,cloruro_cl_mg,fluoruro_f_ug,vitamina_a_rae_ug,vitamina_c_total_ácido_ascórbico_mg,vitamina_d_d2_plus_d3_ug,vitamina_e_alfa_tocoferol_mg,vitamina_k_filoquinona_ug,tiamina_mg,mg_riboflavina,niacina_mg,ácido_pantoténico_mg,vitamina_b_6_mg,folato_total_ug,vitamina_b_12_ug,colina_total_mg,biotina_ug,vitamina_a_iu_iu
174037,"Carne de res, molida, 75% carne magra / 25% grasa, cruda",293,15.76,25,0,0,,21,1.79,15,145,244,66,3.87,0.056,0.009,14.3,,,,,,4,0,0.1,0.17,2.4,0.044,0.151,3.804,0.446,0.301,8,2.11,51.6,,14
174046,"Carne de res, lomo, lomo, asado, sólo magro separable, recortado a 1/8 ""de grasa, todos los grados, crudo",128,22.19,4.31,0,0,,20,1.92,24,214,350,59,4.22,0.099,0.014,28.2,,,,,,0,0,,0.29,1.2,0.09,0.144,6.661,0.656,0.656,13,1.57,92.7,,0
174048,"Carne de res, pechuga, mitad plana, sólo magro separable, recortado a 1/8 ""de grasa, todos los grados, crudo",127,21.57,3.84,0,0,,16,1.92,23,202,336,74,5.52,0.093,0.014,25.1,,,,,,0,0,,0.29,1.1,0.079,0.156,4.947,0.638,0.519,13,1.84,90.1,,0
174049,"Carne de res, lomo, ojo de lomo, asado, sólo magro separable, recortado a 1/8 ""de grasa, todos los grados, crudo",124,22.6,3,0,0,,20,1.96,25,219,357,60,4.3,0.101,0.014,28.8,,,,,,0,0,,0.28,1.1,0.091,0.147,6.78,0.668,0.667,13,1.6,94.4,,0
174051,"Carne de res, lomo, asado, sólo magro separable, recortado a 1/8 ""de grasa, todos los grados, crudo",132,22.11,4.19,0,0,,16,1.93,23,203,337,74,5.55,0.093,0.014,25.2,,,,,,0,0,,0.28,1.1,0.081,0.16,5.069,0.654,0.532,13,1.88,92.3,,0
174056,"Carne de res, lomo, asado, sólo magro separable, recortado a 1/8 ""de grasa, elegido, crudo",139,21.96,5.05,0,0,,15,2.02,23,201,332,74,5.48,0.091,0.015,24.5,,,,,,0,0,0.1,0.29,1.2,0.077,0.168,5.221,0.654,0.489,13,2.11,91.7,,0
174057,"Carne de res, pechuga, mitad plana, sólo magro separable, recortado a 1/8 ""de grasa, elegido, crudo",129,21.69,4.06,0,0,,15,2.04,23,203,335,75,5.53,0.092,0.015,24.7,,,,,,0,0,,0.29,1.1,0.076,0.166,5.158,0.646,0.483,13,2.09,90.6,,0
174058,"Carne de res, lomo, lomo inferior, asado, sólo magro separable, recortado a 1/8 ""de grasa, elegido, crudo",140,22.22,4.96,0,0,,19,2.06,24,215,341,56,4.16,0.098,0.014,27.7,,,,,,0,0,,0.3,1.2,0.093,0.16,6.757,0.436,0.653,13,1.85,92.8,,0
174068,"Dip, salsa con queso, queso y salsa mediana",143,3.14,9.51,11.14,0.7,,98,0.14,8,200,105,796,0.41,0.004,0.019,3.2,,,,,,33,0.4,0,1.86,17.6,0.012,0.065,0.136,0.571,0.043,6,0.25,7.9,,287
174069,"Dip, TOSTITOS, salsa con queso, mediana",133,2.92,8.26,11.72,0.6,,90,0.14,7,177,88,773,0.44,0.004,0.019,3,,,,,,33,0.6,,1.92,1.5,0.01,0.05,0.15,0.66,0.043,,,,,259
174081,"Tortillas, listas para hornear o freír, integrales",310,9.76,9.76,45.89,9.8,,244,2.63,85,346,262,617,1.92,0.266,,37,,,,,,0,0,0,0.9,4.5,0.823,0.289,4.858,,0.312,138,0,20,,5
174091,"Pan, francés o viena, integral.",239,8.33,1.04,49.1,4.2,,42,0.75,52,159,163,375,1.16,0.188,,31.4,,,,,,0,0,0,0.3,0.7,0.522,0.252,3.902,,0.16,96,0,10.4,,3
174092,Bagels integrales blancos,255,9.3,0,54.52,4.7,,93,4.19,41,144,176,372,1.62,0.157,,26.3,,,,,,0,0,0,0.24,0.5,0.698,0.395,4.651,,0.145,140,0,9.6,,3
174158,"Agua, embotellada, genérica.",0,0,0,0,0,,10,0,2,0,0,2,0,0.007,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
174182,"Pescado, anchoa, europea, cruda",131,20.35,4.84,0,0,,147,3.25,41,174,383,104,1.72,0.211,0.07,36.5,,,,,,15,0,,0.57,0.1,0.055,0.256,14.024,0.645,0.143,9,0.62,,,50
174184,"Pescado, lubina, agua dulce, especies mixtas, crudo",114,18.86,3.69,0,0,,80,1.49,30,200,356,70,0.65,0.093,0.889,12.6,,,,,,30,2,,,,0.075,0.074,1.25,0.75,0.12,15,2,,,100
174186,"Pescado, bagre, canal, salvaje, crudo",95,16.38,2.82,0,0,,14,0.3,23,209,358,43,0.51,0.034,0.025,12.6,,,,,,15,0.7,12.5,,,0.21,0.072,1.907,0.765,0.116,10,2.23,,,50
174188,"Pescado, caviar, negro y rojo, granulado",264,24.6,17.9,4,0,,275,11.88,300,356,181,1500,0.95,0.11,0.05,65.5,,,,,,271,0,2.9,1.89,0.6,0.19,0.62,0.12,3.5,0.32,50,20,490.9,,905
174190,"Pescado, bacalao, Atlántico, seco y salado.",290,62.82,2.37,0,0,,160,2.5,133,950,1458,7027,1.59,0.176,0.05,147.8,,,,,,42,3.5,4,2.84,0.4,0.268,0.24,7.5,1.675,0.864,25,10,291.3,,140
174192,"Pescado, corvina, Atlántico, crudo",104,17.78,3.17,0,0,,15,0.37,40,210,345,56,0.42,0.042,0.025,36.5,,,,,,12,0,0.7,1.29,0.1,0.075,0.095,4.2,0.75,0.3,15,2.5,67,,41
174193,"Pescado, anguila, especies mixtas, crudas",184,18.44,11.66,0,0,,20,0.5,20,216,272,51,1.62,0.023,0.035,6.5,,,,,,1043,1.8,23.3,4,0,0.15,0.04,3.5,0.24,0.067,15,3,65,,3477
174196,"Pescado, pescado plano (platija y lenguado), crudo",70,12.41,1.93,0,0,,21,0.18,18,252,160,296,0.32,0.019,0.014,26.6,,,,,,10,0,2.8,0.63,0.1,0.022,0.02,1.04,0.185,0.098,5,1.13,65,,33
174200,"Pescado, fletán, Atlántico y Pacífico, crudo",91,18.56,1.33,0,0,,7,0.16,23,236,435,68,0.36,0.023,0.011,45.6,,,,,,20,0,4.7,0.61,0,0.05,0.03,6.513,0.343,0.548,12,1.1,61.8,,67
174203,"Crustáceos, cangrejo, rey de alaska, imitación, elaborados con surimi",95,7.62,0.46,15,0.5,,13,0.39,43,282,90,529,0.33,0.032,0.011,22.3,,,,,,0,0,0,0.17,0.4,0.03,0.08,0.62,0,0.13,0,0.57,13,,0
174204,"Crustáceos, cangrejo, azul, crudo",87,18.06,1.08,0.04,0,,89,0.74,34,229,329,293,3.54,0.669,0.15,37.4,,,,,,2,3,,,,0.08,0.04,2.7,0.35,0.15,44,9,,,5
174206,"Crustáceos, cangrejos de río, especies mixtas, salvajes, crudos",77,15.97,0.95,0,0,,27,0.84,27,256,302,58,1.3,0.419,0.226,31.6,,,,,,16,1.2,0,2.85,0.1,0.07,0.032,2.208,0.546,0.108,37,2,80.9,,53
174210,"Crustáceos, camarones, especies mixtas, crudos (puede contener aditivos para retener la humedad)",71,13.61,1.01,0.91,0,,54,0.21,22,244,113,566,0.97,0.182,0.029,29.6,,,,,,54,0,0.1,1.32,0.3,0.02,0.015,1.778,0.31,0.161,19,1.11,80.9,,180
174211,"Crustáceos, langosta, especies mixtas, crudas",112,20.6,1.51,2.43,0,,49,1.22,40,238,180,177,5.67,0.381,0.015,46.2,,,,,,5,2,,,,0.007,0.046,4.245,0.35,0.15,1,3.5,,,17
174212,"Moluscos, oreja de mar, especies mixtas, crudos",105,17.1,0.76,6.01,0,,31,3.19,48,190,250,301,0.82,0.196,0.04,44.8,,,,,,2,2,0,4,23,0.19,0.1,1.5,3,0.15,5,0.73,65,,7
174214,"Moluscos, almejas, especies mixtas, crudas",86,14.67,0.96,3.57,0,,39,1.62,19,198,46,601,0.51,0.053,0.085,30.6,,,,,,90,0,0,0.68,0.2,0.015,0.04,0.35,0.148,0.01,5,11.28,65,,300
174215,"Moluscos, sepia, especies mixtas, crudos",79,16.24,0.7,0.82,0,,90,6.02,30,387,354,372,1.73,0.587,0.11,44.8,,,,,,113,5.3,,,,0.009,0.91,1.216,0.5,0.15,16,3,,,375
174216,"Moluscos, mejillón, azul, crudo",86,11.9,2.24,3.69,0,,26,3.95,34,197,320,286,1.6,0.094,3.4,44.8,,,,,,48,8,0,0.55,0.1,0.16,0.21,1.6,0.5,0.05,42,12,65,,160
174218,"Moluscos, pulpo, común, crudo.",82,14.91,1.04,2.2,0,,53,5.3,30,186,350,230,1.68,0.435,0.025,44.8,,,,,,45,5,0,1.2,0.1,0.03,0.04,2.1,0.5,0.36,16,20,65,,150
174219,"Moluscos, ostra, Pacífico, crudos",81,9.45,2.3,4.95,0,,8,5.11,22,162,168,106,16.62,1.576,0.643,77,,,,,,81,8,,,,0.067,0.233,2.01,0.5,0.05,10,16,,,270
174220,"Moluscos, vieira, especies mixtas, crudos",69,12.06,0.49,3.18,0,,6,0.38,22,334,205,392,0.91,0.023,0.017,12.8,,,,,,1,0,0,0,0,0.007,0.015,0.703,0.215,0.073,16,1.41,65,,3
174222,"Moluscos, vieira, especies mixtas, imitación, elaborados con surimi",99,12.77,0.41,10.62,0,,8,0.31,43,282,103,795,0.33,0.032,0.011,23.6,,,,,,20,0,,,,0.01,0.016,0.31,0.07,0.03,2,1.6,,,66
174223,"Moluscos, calamares, especies mixtas, crudos",92,15.58,1.38,3.08,0,,32,0.68,33,221,246,44,1.53,1.891,0.035,44.8,,,,,,10,4.7,0,1.2,0,0.02,0.412,2.175,0.5,0.056,5,1.3,65,,33
174252,"Frijoles lima, semillas grandes y maduras, crudas",338,21.46,0.69,63.38,19,,81,7.51,224,385,1724,18,2.83,0.74,1.672,7.2,,,,,,0,0,0,0.72,6,0.507,0.202,1.537,1.355,0.512,395,0,96.7,,0
174255,"Frijoles lima, de semillas finas (bebés), semillas maduras, crudos",335,20.62,0.93,62.83,20.6,,81,6.19,188,370,1403,13,2.6,0.665,1.686,7,,,,,,0,0,0,0.7,5.9,0.574,0.218,1.712,1.265,0.327,400,0,,,0
174256,"Frijol mungo, semillas maduras, crudas",347,23.86,1.15,62.62,16.3,,132,6.74,189,367,1246,15,2.68,0.941,1.035,8.2,,,,,,6,4.8,0,0.51,9,0.621,0.233,2.251,1.91,0.382,625,0,97.9,,114
174258,"Fideos chinos, celofán o arroz largo (frijoles mungo), deshidratados",351,0.16,0.06,86.09,0.5,,25,2.17,3,32,10,10,0.41,0.081,0.1,7.9,,,,,,0,0,0,0.13,0,0.15,0,0.2,0.1,0.05,2,0,93.2,,0
174259,"Frijoles mungo, semillas maduras, crudas",341,25.21,1.64,58.99,18.3,,138,7.57,267,379,983,38,3.35,0.981,1.527,8.2,,,,,,1,0,0,,,0.273,0.254,1.447,0.906,0.281,216,0,,,23
174263,"Cacahuetes, españoles, crudos",570,26.15,49.6,15.83,9.5,,106,3.91,188,388,744,22,2.12,0.9,2.64,7.2,,,,,,0,0,0,,0,0.675,0.135,15.925,1.769,0.348,240,0,,,0
174267,"Harina de maní, desgrasada",327,52.2,0.55,34.7,15.8,,140,2.1,370,760,1290,180,5.1,1.8,4.9,7.1,,,,,,0,0,0,0.05,0,0.7,0.48,27,2.744,0.504,248,0,108.7,,0
174268,extensor de carne,311,41.71,2.97,34.71,17.5,,204,11.99,216,639,1902,10,2.21,0.304,0.271,7.4,,,,,,2,0,0,,,0.702,0.891,22.021,1.492,1.336,198,6,,,32
174269,"Salchicha, sin carne",255,20.28,18.16,8.09,2.8,,63,3.72,36,225,231,888,1.46,0.25,0.725,7.4,,,,,,0,0,0,2.1,0,2.343,0.402,11.195,0.323,0.828,26,0,69.7,,0
174270,"Soja, semillas maduras, crudas",446,36.49,19.94,30.16,9.3,,277,15.7,280,704,1797,2,4.89,1.658,2.517,17.8,,,,,,1,6,0,0.85,47,0.874,0.87,1.623,0.793,0.377,375,0,115.9,,22
174272,tempeh,192,20.29,10.8,7.64,,,111,2.7,81,266,412,9,1.14,0.56,1.3,0,,,,,,0,0,0,,,0.078,0.358,2.64,0.278,0.215,24,0.08,,,0
174273,"Harina de soja, entera, cruda",434,37.81,20.65,31.92,9.6,,206,6.37,429,494,2515,13,3.92,2.92,2.275,7.5,,,,,,6,0,0,1.95,70,0.581,1.16,4.32,1.59,0.461,345,0,190.6,,120
174275,"Harina de soja, desgrasada",327,51.46,1.22,33.92,17.5,,241,9.24,290,674,2384,20,2.46,4.065,3.018,1.7,,,,,,2,0,0,0.12,4.1,0.698,0.253,2.612,1.995,0.574,305,0,11.3,,40
174276,Aislado de proteína de soja,335,88.32,3.39,0,0,,178,14.5,39,776,81,1005,4.03,1.599,1.493,0.8,,,,,,0,0,0,0,0,0.176,0.1,1.438,0.06,0.1,176,0,190.9,,0
174280,"Tofu, salado y fermentado (fuyu)",116,8.92,8,4.38,,,46,1.98,52,73,75,2873,1.56,0.376,1.174,17.3,,,,,,0,0.2,0,,,0.157,0.101,0.379,0.132,0.091,29,0,,,0
174281,"Frijoles largos, semillas maduras, crudos",347,24.33,1.31,61.91,11,,138,8.61,338,559,1157,17,3.5,0.879,1.59,8.2,,,,,,3,1.6,0,,,0.887,0.235,2.158,1.556,0.371,658,0,,,52
174283,"Frijoles alados, semillas maduras, crudos",409,29.65,16.32,41.71,25.9,,440,13.44,179,451,977,38,4.48,2.88,3.721,8.2,,,,,,0,0,0,,,1.03,0.45,3.09,0.795,0.175,45,0,,,0
174284,"Lentejas, rosadas o rojas, crudas",358,23.91,2.17,63.1,10.8,,48,7.39,59,294,668,7,3.6,1.303,1.716,0,,,,,,3,1.7,0,,,0.51,0.106,1.495,0.348,0.403,204,0,,,58
174288,Harina de garbanzos (besan),387,22.39,6.69,57.82,10.8,,45,4.86,166,318,846,64,2.81,0.912,1.6,8.3,,,,,,2,0,0,0.83,9.1,0.486,0.106,1.762,0.606,0.492,437,0,,,41
174289,"hummus, comercial",237,7.78,17.82,15,5.5,,47,2.54,75,181,312,426,1.44,0.377,1.155,4.7,,,,,,1,0,0,1.54,22.8,0.16,0.127,1.024,0.346,0.146,48,0,,,23
174292,"MORI-NU, Tofu, sedoso, suave",55,4.8,2.7,2.9,0.1,,31,0.82,29,62,180,5,0.52,0.207,,,,,,,,0,0,,,,0.1,0.04,0.3,,0.011,,0,,,0
174294,"Mantequilla de maní, suave (Incluye alimentos para el Programa de Distribución de Alimentos del USDA)",588,21.93,49.54,23.98,5.7,,54,2.16,179,335,592,476,2.67,0.571,1.361,40.4,,,,,3.1,0,0,0,5.94,0,0.107,0.105,13.16,1.044,0.551,35,0,65.7,,0
174297,"Vitasoy USA, Tofu en cubos súper firme Nasoya orgánico",118,12.4,6.3,2.8,2,,188,2,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
174301,"Concentrado de proteína de soja, producido por lavado ácido.",328,63.63,0.46,25.41,5.5,,363,10.78,140,839,450,900,4.4,0.976,4.19,0.8,,,,,,0,0,0,,0,0.316,0.142,0.716,0.057,0.134,340,0,,,0
174302,"Aislado de proteína de soja, tipo potasio",321,88.32,0.53,2.59,0,,178,14.5,39,776,1590,50,4.03,1.599,1.493,0.8,,,,,,0,0,0,0,0,0.176,0.1,1.438,0.06,0.1,176,0,190.9,,0
174307,"Cordero, compuesto de cortes minoristas recortados, sólo magro separable, recortado a 1/4 ""de grasa, elegido, crudo",134,20.29,5.25,0,0,,10,1.77,26,189,280,66,4.06,0.12,0.024,23.4,,,,,,0,0,,0.21,,0.13,0.23,6,0.7,0.16,23,2.62,,,0
174309,"Cordero, compuesto de cortes minoristas recortados, grasa separable, recortado a 1/4 ""de grasa, elegido, crudo",665,6.65,70.61,0,0,,19,0.98,9,73,82,31,1.13,0.057,0.003,8.8,,,,,,0,0,,0.22,,0.06,0.16,6.37,0.58,0.04,3,1.68,,,0
174311,"Cordero, pierna, entera (pierna y solomillo), parte magra y grasa, recortado a 1/4 ""de grasa, elección, crudo",230,17.91,17.07,0,0,,9,1.66,23,170,249,56,3.32,0.113,0.02,20.7,,,,,,0,0,,0.21,,0.13,0.23,6.26,0.69,0.15,19,2.5,,,0
174313,"Cordero, pierna, entera (pierna y solomillo), sólo magro separable, recortado a 1/4 ""de grasa, elegido, crudo",128,20.56,4.51,0,0,,6,1.82,27,193,289,62,3.84,0.126,0.024,23.5,,,,,,0,0,,0.22,,0.14,0.25,6.23,0.72,0.17,23,2.7,,,0
174315,"Cordero, pierna, mitad de pierna, parte magra y grasa, recortado a 1/4 ""de grasa, elección, crudo",201,18.58,13.49,0,0,,8,1.71,24,178,261,57,3.5,0.115,0.021,21.4,,,,,,0,0,,0.21,,0.13,0.23,6.22,0.68,0.15,20,2.51,,,0
174317,"Cordero, pierna, mitad de solomillo, sólo magro separable, recortado a 1/4 ""de grasa, elegido, crudo",134,20.55,5.08,0,0,,7,1.83,27,189,284,64,3.77,0.132,0.024,23.4,,,,,,0,0,,0.24,,0.14,0.25,6.33,0.74,0.17,24,2.76,,,0
174319,"Cordero, lomo, parte magra y grasa, recortado a 1/4 ""de grasa, elección, crudo",310,16.32,26.63,0,0,,15,1.61,21,152,214,56,2.53,0.105,0.018,18.9,,,,,,0,0,,0.18,,0.11,0.21,6.47,0.63,0.13,17,2.04,,,0
174321,"Cordero, costilla, parte magra y grasa, recortado a 1/4 ""de grasa, elección, crudo",372,14.52,34.39,0,0,,15,1.39,18,137,190,56,2.71,0.089,0.016,16.8,,,,,,0,0,,0.18,,0.1,0.19,6.09,0.62,0.11,14,2.09,,,0
174326,"Cordero, paleta, entera (brazo y cuchilla), sólo magro separable, recortado a 1/4 ""de grasa, elegido, crudo",144,19.55,6.76,0,0,,15,1.66,24,184,274,70,4.77,0.109,0.024,22.2,,,,,,0,0,0.1,0.22,3.4,0.12,0.22,5.45,0.71,0.16,23,2.78,82,,0
174330,"Cordero, paleta, brazo, sólo magro separable, recortado a 1/4 ""de grasa, elegido, crudo",132,19.99,5.2,0,0,,12,1.74,25,186,287,69,4.15,0.116,0.024,22.7,,,,,,0,0,,0.22,,0.12,0.23,6,0.72,0.15,24,2.67,,,0
174334,"Cordero, paleta, cuchilla, sólo magro separable, recortado a 1/4 ""de grasa, elegido, crudo",151,19.29,7.63,0,0,,16,1.62,24,183,268,70,5.11,0.107,0.024,22,,,,,,0,0,,0.22,,0.12,0.22,5.19,0.7,0.16,23,2.83,,,0
174344,"Carne de caza, alce, cruda",102,22.24,0.74,0,0,,5,3.21,23,158,317,65,2.8,0.067,0.008,9.6,,,,,,0,4,,,,0.06,0.27,5,,,,,,,0
174347,"Carne de caza, conejo, salvaje, cruda",114,21.79,2.32,0,0,,12,3.2,29,226,378,50,,,,9.4,,,,,,0,0,,,,0.03,0.06,6.5,,,,,,,0
174351,"Ternera, variedades de carnes y subproductos, sesos, crudos",118,10.32,8.21,0,0,,10,2.13,14,274,315,127,1.11,0.22,0.037,10,,,,,,0,14,,,,0.13,0.26,4.3,2.72,0.28,3,12.2,,,0
174354,"Cordero, variedades de carnes y subproductos, riñones, crudos",97,15.74,2.95,0.82,0,,13,6.38,17,246,277,156,2.24,0.446,0.118,126.9,,,,,,95,11,,,,0.62,2.24,7.51,4.22,0.22,28,52.41,,,316
174356,"Ternera, carnes variadas y subproductos, riñones, crudos",99,15.76,3.12,0.85,0,,11,3.36,16,241,272,178,1.97,0.494,0.08,80,,,,,,92,5,,,,0.32,1.9,6.99,3.3,0.37,21,28.2,,,308
174359,"Cordero, variedades de carnes y subproductos, pulmones, crudos",95,16.7,2.6,0,0,,10,6.4,14,219,238,157,1.8,0.254,0.019,17.7,,,,,,27,31,,,,0.048,0.237,4.124,,0.11,12,3.93,,,89
174361,"Ternera, variedades de carnes y subproductos, pulmones, crudos",90,16.3,2.3,0,0,,7,5.23,12,288,274,108,1.16,0.241,0.018,17.2,,,,,,0,39,,,,0.047,0.231,4.025,,0.11,11,3.83,,,0
174362,"Ternera, carnes variadas y subproductos, páncreas, cruda",182,15,13.1,0,0,,19,2.1,18,329,278,67,2.6,0.06,0.151,20.7,,,,,,0,16,,,,0.134,0.425,4.252,,0.19,3,13.38,,,0
174364,"Cordero, variedades de carnes y subproductos, bazo, crudo",101,17.2,3.1,0,0,,9,41.89,21,280,358,84,2.84,0.121,0.051,32.4,,,,,,0,23,,,,0.047,0.348,7.895,,0.11,4,5.34,,,0
174366,"Cordero, variedades de carnes y subproductos, lengua, cruda",222,15.7,17.17,0,0,,9,2.65,21,184,257,78,2.32,0.212,0.049,15,,,,,,0,6,,,,0.15,0.38,4.65,0.97,0.18,4,7.2,,,0
174368,"Ternera, variedades de carnes y subproductos, lengua, cruda",131,17.18,5.48,1.91,0,,7,2.72,17,159,271,82,2.63,0.2,0.023,7,,,,,,0,5,,,,0.17,0.41,2.22,1.2,0.19,5,6.1,,,1
174370,"Cordero, molido, crudo",282,16.56,23.41,0,0,,16,1.55,21,157,222,59,3.41,0.101,0.019,18.8,,,,,,0,0,0.1,0.2,3.6,0.11,0.21,5.96,0.65,0.13,18,2.31,69.3,,0
174372,"Cordero, pierna, entera (pierna y solomillo), parte magra y grasa, recortado a 1/8 ""de grasa, elección, crudo",209,18.47,14.42,0,0,,8,1.7,24,175,258,57,3.43,0.116,0.021,21.3,,,,,,0,0,,,,0.13,0.24,6.25,0.7,0.15,20,2.54,,,0
174374,"Cordero, pierna, mitad de pierna, parte magra y grasa, recortado a 1/8 ""de grasa, elección, crudo",185,18.99,11.5,0,0,,7,1.73,25,182,267,58,3.58,0.117,0.022,21.9,,,,,,0,0,,,,0.13,0.24,6.21,0.69,0.16,21,2.54,,,0
174377,"Cordero, costilla, parte magra y grasa, recortado a 1/8 ""de grasa, elección, crudo",342,15.32,30.71,0,0,,14,1.43,19,143,201,58,2.87,0.092,0.017,17.7,,,,,,0,0,,,,0.1,0.19,6.06,0.62,0.12,15,2.14,,,0
174380,"Cordero, paleta, brazo, parte magra y grasa, recortado a 1/8 ""de grasa, elegido, crudo",244,17.19,18.94,0,0,,14,1.58,22,162,244,61,3.52,0.104,0.02,19.8,,,,,,0,0,,,,0.11,0.22,6.08,0.69,0.13,19,2.47,,,0
174392,"Ternera, pechuga, entera, sin hueso, parte magra y grasa, cruda",208,17.47,14.75,0,,,7,0.53,18,172,286,71,2.33,0.094,0.01,6.6,,,,,,,,,,,,,,,,,,,,
174425,"Carne de caza, alce, molida, cruda",172,21.76,8.82,0,0,,12,2.75,22,195,322,79,5.4,0.15,0.023,8,,,,,,0,0,,0.28,,0.125,0.26,4.89,0.96,0.336,7,2.13,,,0
174432,"Ternera, australiana, pierna, delantera, con hueso, sólo magro separable, crudo",123,20.18,4.65,0,0,,16,1,,,,112,,,,,,,,,,0,0,,,,,,,,,,,,,0
174433,"Ternera, australiana, pierna, delantera, con hueso, parte magra y grasa, crudo",145,19.58,7.42,0,0,,15,0.99,,,,108,,,,,,,,,,2,0,,,,,,,,,,,,,8
174465,"Pollo, capones, menudencias, crudos",130,18.28,5.18,1.42,0,,10,6.25,18,207,226,77,3.38,0.268,0.163,55.3,,,,,,4374,18.4,,,,0.097,1.119,6.984,3.618,0.47,394,12.95,,,14566
174467,"Pato, domesticado, hígado, crudo.",136,18.74,4.64,3.53,0,,11,30.53,24,269,230,140,3.07,5.962,0.258,67,,,,,,11984,4.5,,,,0.562,0.892,6.5,6.184,0.76,738,54,,,39907
174468,"Pato, salvaje, carne y piel, crudo",211,17.42,15.2,0,0,,5,4.16,20,168,249,56,0.77,0.312,0.019,12.8,,,,,,26,5.2,,,,0.351,0.269,3.317,0.701,0.53,21,0.65,,,88
174469,"Pato, salvaje, pechuga, sólo carne, crudo",123,19.85,4.25,0,0,,3,4.51,22,186,268,57,0.74,0.33,0.019,13.9,,,,,,16,6.2,,,,0.416,0.31,3.444,0.77,0.63,25,0.76,,,53
174470,"Ganso, domesticado, carne y piel, crudo",371,15.86,33.62,0,0,,12,2.5,18,234,308,73,1.72,0.27,0.02,14.4,,,,,,17,4.2,,,,0.085,0.245,3.608,1.294,0.39,4,0.34,,,55
174471,"Gallina de Guinea, sólo carne, cruda",110,20.64,2.47,0,0,,11,0.77,24,169,220,69,1.2,0.044,0.018,17.5,,,,,,12,1.7,,,,0.067,0.112,8.782,0.936,0.47,6,0.37,,,41
174472,"Faisán, crudo, carne y piel.",181,22.7,9.29,0,0,,12,1.15,20,214,243,40,0.96,0.065,0.017,15.7,,,,,,53,5.3,,,,0.072,0.143,6.426,0.928,0.66,6,0.77,,,177
174473,"Faisán, crudo, sólo carne",133,23.57,3.64,0,0,,13,1.15,20,230,262,37,0.97,0.069,0.016,16.2,,,,,,50,6,,,,0.077,0.153,6.759,0.96,0.74,6,0.84,,,165
174474,"Faisán, pechuga, sólo carne, cruda",133,24.37,3.25,0,0,,3,0.79,21,200,242,33,0.63,0.046,0.015,16.7,,,,,,44,6,,,,0.081,0.119,8.554,0.96,0.74,4,0.84,,,147
174475,"Pichón (paloma), carne y piel, crudo",294,18.47,23.8,0,0,,12,3.54,22,248,199,54,2.2,0.437,0.019,13.3,,,,,,73,5.2,,,,0.212,0.224,6.046,0.76,0.41,6,0.4,,,243
174476,"Emú, filete de abanico, crudo",103,22.5,0.8,0,0,,3,4.5,42,236,300,120,3.5,0.211,0.029,32.5,,,,,,0,0,,0.22,,0.267,0.451,7.397,2.708,0.634,13,6.67,,,0
174478,"Emú, filete plano, crudo",102,22.25,0.74,0,0,,3,5,31,229,240,150,3,0.205,0.028,31.5,,,,,,0,0,,0.22,,0.245,0.414,6.786,2.484,0.582,12,6.12,,,0
174479,"Emú, grupa completa, crudo",112,22.83,1.64,0,0,,4,4.96,40,236,330,90,3.59,0.211,0.029,32.5,,,,,,4,0,,0.23,,0.36,0.458,7.504,2.747,0.643,13,2.24,,,15
174481,"Avestruz, molida, cruda",165,20.22,8.7,0,0,,7,2.91,20,199,291,72,3.51,0.128,0.017,33,,,,,,0,0,,0.24,,0.182,0.267,4.377,1.08,0.475,7,4.61,,,0
174483,"Avestruz, abanico, crudo",117,21.81,2.65,0,0,,6,4.38,22,211,308,75,3.71,0.136,0.017,34.9,,,,,,0,0,,0.2,,0.196,0.288,4.722,1.165,0.513,8,4.97,,,0
174484,"Avestruz, pata exterior, cruda",115,22.86,1.96,0,0,,5,2.65,23,221,322,90,3.89,0.142,0.018,36.6,,,,,,0,0,,0.2,,0.205,0.302,4.949,1.221,0.537,8,5.21,,,0
174485,"Avestruz, tira exterior, cruda",120,23.36,2.21,0,0,,5,3.69,23,229,333,70,4.02,0.147,0.019,37.9,,,,,,0,0,,0.21,,0.21,0.308,5.058,1.248,0.549,8,5.33,,,0
174487,"Avestruz, ostra, cruda",125,21.55,3.67,0,0,,6,3.86,21,204,297,83,3.59,0.131,0.017,33.8,,,,,,0,0,,0.2,,0.194,0.284,4.665,1.151,0.507,8,4.91,,,0
174489,"Avestruz, lomo superior, crudo",119,21.67,2.95,0,0,,6,3.13,22,214,312,81,3.76,0.137,0.018,35.4,,,,,,0,0,,0.2,,0.195,0.286,4.691,1.158,0.509,8,4.94,,,0
174493,"Pavo, molido, 85% magro, 15% de grasa, crudo",180,16.9,12.54,0,0,,33,1.32,19,179,202,54,2.75,0.123,0.009,24.6,,,,,,30,0,0.4,0.08,0,0.067,0.177,5.075,1.1,0.485,6,1.3,51.6,,101
